0.1063	0.0664	forgive
0.1082	0.2243	forgave
0.1110	0.3818	forgven
0.1129	0.5394	swead
0.1157	0.6973	sweaj
0.1157	0.8541	spread
0.2146	0.0664	freeze
0.2183	0.2239	froze
0.2201	0.3818	frozen
0.2407	0.5394	stxmg
0.2416	0.6973	¥xang
0.2425	0.8545	sprlmg
0.3479	0.0667	get
0.3451	0.8545	stood
0.4655	0.0671	give
0.4636	0.5398	steal
0.4683	0.6969	sto
0.4674	0.8545	stolen
0.4804	0.2247	gave
0.4795	0.3815	gNen
0.5812	0.2243	went
0.5849	0.5398	thk
0.5868	0.6973	stud(
0.5886	0.8545	stud(
0.5951	0.0667	go
0.6045	0.3822	gone
0.7183	0.0671	grthv
0.7201	0.2247	grew
0.7220	0.3822	grown
0.7192	0.5398	stsng
0.7192	0.6973	sturvJ
0.7220	0.8545	sturYJ
0.8293	0.0675	hang
0.8321	0.2250	hung
0.8265	0.5398	stnke
0.8349	0.3818	hurrJ
0.9403	0.2250	had
0.9422	0.3826	had
0.9571	0.6966	swore
0.9562	0.8545	swcxn
