0.0886	0.2247	knew
0.0906	0.3822	known
0.0935	0.5390	think
0.1083	0.6965	tho￿t,
0.1073	0.8534	thought
0.2283	0.0675	lay
0.2234	0.5387	trirow
0.2254	0.6966	threw
0.2254	0.8530	thrown
0.3494	0.5398	understand
0.3514	0.6973	understood
0.3533	0.8538	understood
0.4705	0.0675	learn
0.4734	0.2247	learrrt
0.4744	0.3822	learnt
0.4754	0.5390	wake
0.4764	0.6962	woke
0.4783	0.8538	woken
0.5974	0.0678	leave
0.6132	0.5394	wear
0.6132	0.6962	wore
0.6161	0.8534	wom
0.7293	0.3818	lent
0.7411	0.5387	win
0.7431	0.6962	wc
0.7451	0.8501	'won
0.8455	0.9457	mifo
0.8593	0.3818	let
0.8652	0.6962	wrote
0.8661	0.8534	wntten
