0.0338	0.0087	To be going to
0.1632	0.8327	Be going to
0.1951	0.1933	Affirmative
0.2002	0.4287	Negative
0.1982	0.8140	future plans and
0.2269	0.1323	I am going to / I'm going to
0.2218	0.8139	intentions
0.2310	0.3416	I am not going to / I'm not going to
0.2505	0.1337	You are going to/You're going to
0.2485	0.8154	Now that they've
0.2549	0.3414	You are not going to /You aren't going to
0.2742	0.1337	He is going to / He's going to
0.2776	0.3413	He is not going to / He isn't going to
0.2721	0.8140	settled in their new
0.2979	0.1335	She is going to / She's going to
0.3018	0.3414	She is not going to / She isn't going to
0.2998	0.8139	house, they're
0.3214	0.1323	It is going to / It's going to
0.3254	0.3416	It is not going to / It isn't going to
0.3254	0.8140	going to have a
0.3453	0.1321	We are going to / We're going to
0.3479	0.3401	We are not going to / We aren't going to
0.3511	0.8154	party.
0.3688	0.1320	You are going to / You're going to
0.3717	0.3416	You are not going to / You aren't going to
0.3833	0.8150	predictions
0.3925	0.1321	They are going to/ They're going to
0.3953	0.3416	They are not going to /They aren't going to
0.4086	0.8154	based on what
0.4353	0.8154	we can see or
0.4415	0.1700	Questions
0.4435	0.3837	Short answers
0.4620	0.8154	what we know,
0.4733	0.1322	Am / going to?
0.4759	0.2934	Yes, 1 am. / No, I'm not.
0.4868	0.8154	especially when
0.4969	0.1323	Are you going to?
0.4995	0.2933	Yes, you are. / No, you aren't
0.5092	0.8140	there is evidence
0.5205	0.1308	Is he/she/it going to?
0.5216	0.2936	Yes, he/she/it is. / No, he/she/it isn't.
0.5359	0.8139	Ann is going to
0.5430	0.1323	Are we/you/they going to?
0.5472	0.2936	Yes, we/you/they are. / No, we/you/they aren't.
0.5619	0.8138	have a baby.
0.5886	0.1191	We use be going to to talk about plans and intentions or when there is
0.5861	0.8140	Look at the dark
0.6120	0.1192	evidence that something is going to happen in the future.
0.6129	0.8154	clouds in the sky!
0.6353	0.1191	He's going to be a pilot when he grows up. (It is his plan/intention.)
0.6398	0.8140	It's going to rain.
0.6590	0.1190	Look at the dark clouds in the sky. It is going to rain. (There is evidence that it will happen.)
0.6746	0.8140	things we are
0.6988	0.1262	Time expressions used with be going to: tomorrow, tonight, next week / month, etc.
0.6972	0.8154	sure about or we
0.7248	0.8154	have already
0.7476	0.8154	decided to do in
0.7733	0.8140	the near future
0.8008	0.8153	Max is going to
0.8121	0.3009	Time expressions used with:
0.8234	0.8125	invite his friends to
0.8460	0.0712	Will / Be going to /
0.8452	0.2703	tomorrow, tonight, next week / month, in two / three, etc. days, the
0.8491	0.8154	dinner.
0.8706	0.0712	Future Continuous
0.8737	0.2703	day after tomorrow, soon, in a week / month, etc.
0.8768	0.8139	(He has already
0.9013	0.8154	decided to do this.)
