0.1138	0.0675	catch
0.1278	0.2250	caught
0.1297	0.3829	(xught
0.1325	0.6988	saw
0.2360	0.2250	chose
0.2397	0.3829	thosen
0.2416	0.5405	seek
0.2528	0.6980	sought
0.3610	0.0675	c(xne
0.3619	0.6980	sold
0.4823	0.5401	ser)d
0.4916	0.8554	sent
0.6045	0.3826	cut-
0.6054	0.5408	set
0.6110	0.8559	set
0.7174	0.0671	deal
0.7201	0.2247	dealt
0.7229	0.3829	deatt
0.7341	0.5408	sew
0.7351	0.8555	sewn
0.8479	0.0671	dig
0.8498	0.2247	dug
0.8442	0.5408	shake
0.8526	0.3826	dug
0.8470	0.8559	shaken
0.9543	0.0671	do
