0.0896	0.2250	had
0.0914	0.3826	had
0.1063	0.6966	swore
0.1063	0.8541	swcyn
0.2080	0.0675	hear
0.2127	0.2250	heard
0.2155	0.4019	ard
0.2295	0.6966	swetA
0.3302	0.0675	hide
0.3340	0.3822	hKJden
0.3470	0.6962	swam
0.3507	0.8541	swum
0.4515	0.0671	hit
0.4534	0.2250	hit
0.4571	0.5394	tske
0.4608	0.8538	taken
0.5718	0.0675	hold
0.5765	0.3826	he
0.5793	0.5401	teach
0.5914	0.6958	taugm
0.5905	0.8541	laught
0.6922	0.0675	hurt
0.6940	0.2250	hurt
0.6968	0.3818	hurt
0.7034	0.6960	tore
0.7024	0.8538	tom
0.8172	0.5383	tell
0.8237	0.2247	kept
0.8256	0.3822	kept
0.8209	0.6966	told
0.8228	0.8530	told
0.9366	0.3822	known
0.9403	0.5390	think
0.9431	0.8534	tho
0.9422	0.8990	ht
