0.1213	0.2251	broke
0.1231	0.3837	tfoken
0.1390	0.5412	put
0.2491	0.0673	I￿.ng
0.2472	0.5412	read
0.2537	0.2254	brought
0.2575	0.3829	t￿ght
0.2519	0.6991	read
0.2528	0.8563	read
0.3591	0.0675	build
0.3629	0.2257	built
0.3666	0.3824	built
0.3685	0.5412	nde
0.3685	0.6991	rode
0.3713	0.8563	rKlden
0.4813	0.2254	bumt
0.4841	0.3837	bumt
0.5065	0.5412	nng
0.6026	0.0883	rst
0.5998	0.2257	burst
0.6035	0.3837	burst
0.6073	0.5412	rise
0.6110	0.8567	risen
0.6185	0.6984	rose
0.7304	0.0678	buy
0.7351	0.2257	bought
0.7388	0.3829	bougm
0.7379	0.5412	run
0.7379	0.6984	ran
0.7416	0.8567	run
0.8470	0.2254	could
0.8535	0.6984	SAid
0.8601	0.3844	(been able to)
0.8554	0.8567	said
0.8722	0.5408	say
