0.0508	0.0116	Future Simple
0.1440	0.9113	Future Simple (Will)
0.1711	0.9084	decisions taken at the
0.1932	0.9084	moment of speaking
0.2152	0.0930	We use the future tense for actions which will happen in the future.
0.2138	0.9084	(on-the-spot decisions)
0.2339	0.9084	It's getting dark, l'Il turn
0.2559	0.1323	Affirmative
0.2559	0.2544	Negative
0.2576	0.3358	Interrogative
0.2542	0.9084	on the light.
0.2881	0.1059	Long form
0.2881	0.1642	Short form
0.2898	0.2223	Long form
0.2898	0.2834	Short form
0.3237	0.0974	I will play
0.3237	0.1584	I'll play
0.3254	0.2151	I will not play
0.3254	0.2747	I won't play
0.3254	0.3343	Shall/Will I play?
0.3237	0.5058	Will
0.3254	0.7006	Shall
0.3203	0.9084	hopes, fears, threats,
0.3458	0.0988	You will play
0.3458	0.1570	You'll play
0.3405	0.9084	offers, promises,
0.3493	0.2166	You will not play
0.3493	0.2762	You won't play
0.3492	0.3343	Will you play?
0.3610	0.5058	Will is used to express predictions, warnings,
0.3593	0.7006	Shall is used with I or We in
0.3627	0.9084	warnings, predictions,
0.3695	0.0974	He will play
0.3695	0.1570	He'll play
0.3712	0.2163	He will not play
0.3729	0.2761	He won't play
0.3727	0.3358	Will he play?
0.3846	0.5058	offers, promises, threats, requests, suggestions,
0.3864	0.7006	questions, suggestions and offers.
0.3814	0.9084	requests, comments,
0.3932	0.0988	She will play
0.3932	0.1584	She'll play
0.3932	0.2166	She will not play
0.3949	0.2760	She won't play
0.3932	0.3343	Will she play?
0.4034	0.9084	etc. especially with:
0.4153	0.0988	It will play
0.4100	0.5058	on-the-spot decisions, opinions, hopes and fears
0.4171	0.1570	It'll play
0.4169	0.2166	It will not play
0.4169	0.2761	It won't play
0.4169	0.3342	Will it play?
0.4171	0.7006	Shall we go by train? (suggestion)
0.4237	0.9084	expect, hope, believe,
0.4390	0.0974	We will play
0.4339	0.5058	(especially with words such as: think, expect,
0.4407	0.1570	We'll play
0.4407	0.2166	We will not play
0.4407	0.2747	We won't play
0.4407	0.3343	Shall/Will we play?
0.4425	0.7006	Shall I help you with your bags? (offer)
0.4422	0.9084	I'm sure, I'm afraid,
0.4610	0.0974	You will play
0.4610	0.1570	You'll play
0.4644	0.2166	You will not play
0.4644	0.2747	You won't play
0.4644	0.3343	Will you play?
0.4593	0.5058	suppose, hope, believe, know and probably).
0.4644	0.9083	probably, etc.
0.4847	0.0988	They will play
0.4866	0.1584	They 'II play
0.4866	0.2166	They will not play
0.4813	0.9084	I'm afraid I'll be a little late.
0.4883	0.2762	They won't play
0.4883	0.3343	Will they play?
0.4897	0.5044	I expect she will come early. (prediction)
0.5390	0.2137	Short answers
0.5508	0.9084	future predictions
0.5729	0.0988	Yes, l/you/he/she/it/we/you/theywill.
0.5746	0.2224	No, l/you/he/she/it/we/you/theywon't
0.5712	0.9084	based on what we
0.5935	0.9084	think / imagine will
0.6119	0.9084	happen
0.6203	0.0930	Will is used to express predictions, warnings, offers, promises, threats, requests, on-
0.6339	0.9084	They'll probably go
0.6424	0.0930	the-spot decisions, opinions, hopes and fears (especially with words such as: think,
0.6542	0.9084	shopping on Tuesday.
0.6678	0.0930	expect, suppose, hope, believe, know and probably).
0.6729	0.9084	(prediction)
0.7051	0.0930	In 2100, people will travel in fiying cars. (prediction)
0.7000	0.9084	facts in the future
0.7068	0.2515	Stop talking or I'll send you out. (threat)
0.7202	0.9084	He will be ten next year.
0.7304	0.0930	Be quiet or the teacher will be angry. (warning)
0.7290	0.2515	Will you help me, please? (request)
0.7523	0.0930	I'll wash the dishes tonight. (ofter)
0.7523	0.2515	It's cold. I'l close the window. (on-the-spot decision)
0.7646	0.9084	things we are not sure
0.7746	0.0930	I'll write to you every day. (promise)
0.7763	0.2515	I hope he'll win the race. (hope)
0.7845	0.9084	about or haven't
0.8068	0.9084	decided to do yet
0.8153	0.0930	Shall can be used with I or We in questions, suggestions and offers.
0.8271	0.9084	She'll probably pass the
0.8508	0.0930	Shall we go to the cinema tonight? (suggestion)
0.8508	0.2515	Shall I get you a cup of tea? (offer)
0.8475	0.9084	test. (not sure yet)
0.8931	0.1497	Time expressions used with the future tense:
0.9287	0.1265	tomorrow, tonight, soon, next week / month / year, etc. in a week/month, etc.
